id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3876000440,20140728T000000,517850.0,5,2.75,3050,7500,1.0,0,0,4,8,1800,1250,1966,0,98034,47.7249,-122.187,2060,7848
8944360290,20150413T000000,477000.0,3,2.5,1740,4960,2.0,0,0,3,8,1740,0,1992,0,98029,47.5772,-121.998,1740,5021
7891600590,20150407T000000,336000.0,3,1.5,1240,5000,1.0,0,2,3,7,1240,0,1964,0,98106,47.5659,-122.36,1050,5000
7215410430,20140728T000000,476000.0,4,2.5,2740,33158,2.0,0,0,3,9,2740,0,1993,0,98042,47.3333,-122.074,2740,36074
8731900790,20140626T000000,354950.0,4,2.75,2530,7350,1.0,0,0,5,8,1280,1250,1977,0,98023,47.313,-122.374,2280,7350
3526039074,20140625T000000,650000.0,4,2.75,1910,16532,1.0,0,0,4,7,1420,490,1940,0,98117,47.6952,-122.39,2300,8250
2618300190,20141224T000000,255000.0,3,1.5,1110,10296,1.0,0,0,5,7,1110,0,1964,0,98042,47.422,-122.153,1330,10296
723000150,20150408T000000,1005000.0,3,2.5,2570,5000,1.0,0,0,4,8,1480,1090,1940,0,98105,47.6578,-122.285,2420,5484
2721049061,20140709T000000,625000.0,3,1.75,3160,76230,1.0,0,0,4,8,2160,1000,1978,0,98001,47.274,-122.287,1990,45789
3438501320,20140502T000000,295000.0,2,2.5,1630,1368,2.0,0,0,3,7,1280,350,2009,0,98106,47.5489,-122.363,1590,2306
2193310300,20150401T000000,510000.0,3,2.0,1430,9250,1.0,0,0,4,8,990,440,1983,0,98052,47.6952,-122.096,1830,8003
2025059131,20140904T000000,980000.0,4,4.25,3250,11780,2.0,0,0,3,8,2360,890,1944,2001,98004,47.6322,-122.203,1800,9000
1311100490,20150225T000000,274000.0,5,1.75,1950,8720,1.0,0,0,3,7,1050,900,1962,0,98001,47.3381,-122.289,1660,8030
8731981940,20140908T000000,415000.0,4,2.25,2520,8000,1.0,0,2,3,8,1680,840,1970,0,98023,47.3202,-122.383,2300,8000
1531000140,20140701T000000,650000.0,4,2.5,3350,46748,2.0,0,0,3,10,3350,0,2004,0,98010,47.3432,-122.025,3350,39683
9406520830,20150326T000000,314950.0,3,2.25,1654,8479,2.0,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,8479
238000244,20140617T000000,421000.0,3,2.5,2890,21780,2.0,0,0,3,8,2890,0,2000,0,98188,47.4326,-122.286,2120,8117
2922701305,20150402T000000,470000.0,2,1.75,1520,4220,1.0,0,0,4,7,840,680,1910,0,98117,47.6876,-122.366,1120,5700
1934800180,20150210T000000,526000.0,3,2.5,1626,1583,2.5,0,0,3,8,1419,207,2007,0,98122,47.6031,-122.309,1400,1583
8092500150,20150428T000000,273500.0,4,2.75,1300,9638,1.0,0,0,2,7,1300,0,1983,0,98042,47.3683,-122.109,1670,9638
6149700191,20140819T000000,307300.0,2,2.0,1520,1020,3.0,0,0,3,7,1520,0,1999,0,98133,47.7292,-122.343,1500,1245
7215410320,20150311T000000,390000.0,3,2.5,2480,53250,2.0,0,0,3,9,2480,0,1990,0,98042,47.3323,-122.079,2510,36549
2524049018,20141205T000000,1406890.0,5,2.25,3580,16789,2.0,0,0,5,9,3580,0,1966,0,98040,47.5364,-122.239,3390,17000
415100015,20140725T000000,301000.0,3,1.0,1060,9241,1.0,0,0,4,7,1060,0,1956,0,98133,47.7465,-122.339,1900,6484
8154100020,20140906T000000,248500.0,3,1.75,2090,12026,1.0,0,0,4,7,2090,0,1948,0,98002,47.3095,-122.217,1700,9496
2787310130,20141212T000000,289950.0,4,1.75,2090,7416,1.0,0,0,4,7,1050,1040,1970,0,98031,47.4107,-122.179,1710,7527
6641800020,20150109T000000,700000.0,4,2.5,3270,9650,1.0,0,3,4,9,2320,950,1971,0,98166,47.409,-122.333,2340,17357
4178500440,20150128T000000,279900.0,3,2.0,1410,6600,1.0,0,0,4,7,1410,0,1990,0,98042,47.3596,-122.089,1750,7150
2026049067,20140702T000000,480000.0,3,2.0,1470,10052,1.0,0,0,4,8,1470,0,1956,0,98125,47.726,-122.316,1480,9780
200800330,20140711T000000,440000.0,3,1.75,1450,6829,1.0,0,0,3,8,1450,0,1983,0,98052,47.7222,-122.108,1950,7622
3905080730,20150223T000000,535500.0,3,2.5,2050,4976,2.0,0,0,3,8,2050,0,1994,0,98029,47.5689,-121.995,2050,5153
8562770490,20150330T000000,571000.0,3,2.5,2140,2867,2.0,0,0,3,8,1960,180,2005,0,98027,47.5357,-122.073,2280,2836
7853360250,20140710T000000,592000.0,5,3.5,3340,5000,2.0,0,0,3,8,2580,760,2012,0,98065,47.5168,-121.871,3420,5000
2473460860,20141027T000000,260000.0,4,2.5,2110,8990,2.0,0,0,3,8,2110,0,1977,0,98058,47.4457,-122.127,2040,8800
8944300010,20140725T000000,230000.0,5,1.0,1410,9000,1.0,0,0,5,7,1410,0,1967,0,98023,47.3054,-122.369,1200,8346
5104510540,20141126T000000,295000.0,3,2.5,1690,4102,2.0,0,0,3,7,1690,0,2003,0,98038,47.3552,-122.015,1830,4733
8100900115,20150206T000000,259000.0,3,1.75,1270,4815,1.5,0,0,3,6,980,290,1922,0,98108,47.5495,-122.31,1270,6431
3121059033,20141029T000000,325000.0,3,1.0,1490,57381,1.5,0,0,4,5,1490,0,1932,0,98092,47.2597,-122.228,1580,101529
2413300730,20140924T000000,263500.0,4,1.75,2210,6375,1.0,0,0,3,8,1640,570,1977,0,98003,47.3268,-122.328,2070,7210
259800610,20150220T000000,575000.0,4,2.5,2280,9491,1.0,0,0,4,7,1290,990,1966,0,98008,47.6297,-122.117,1560,8050
856000985,20141106T000000,1430800.0,4,2.5,2910,7364,2.0,0,0,3,10,2910,0,2003,0,98033,47.6906,-122.213,2480,8400
5126310400,20150305T000000,480000.0,4,2.5,2600,7787,2.0,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787
7889601270,20140821T000000,382000.0,4,3.5,2530,3000,2.0,0,0,3,8,1850,680,2014,0,98146,47.4919,-122.336,1470,6000
7230000265,20140617T000000,499500.0,3,2.5,2970,21907,2.0,0,0,3,9,2970,0,1998,2006,98059,47.4741,-122.099,2040,27917
2064800880,20150201T000000,301500.0,3,1.0,1410,7419,1.0,0,0,3,7,1050,360,1969,0,98056,47.534,-122.173,1800,8000
3505100756,20141106T000000,2050000.0,4,3.0,4280,18834,1.0,0,4,5,11,2180,2100,1971,0,98116,47.5811,-122.4,2490,8858
4253400098,20150501T000000,405000.0,2,3.0,1160,1073,2.0,0,0,3,7,880,280,2007,0,98144,47.5788,-122.315,1250,4812
629860010,20150429T000000,1348000.0,4,3.5,4640,9827,2.0,0,2,3,10,3210,1430,2007,0,98027,47.5524,-122.078,3810,8207
3760500730,20140728T000000,1085500.0,4,2.75,3010,10830,2.0,0,3,4,9,3010,0,1980,0,98034,47.7005,-122.232,3010,10650
8835800480,20150223T000000,316000.0,1,2.0,1780,188465,2.0,0,0,3,10,1780,0,2001,0,98045,47.4506,-121.768,1780,21094
1771110070,20150218T000000,325000.0,3,1.0,1300,9300,1.0,0,0,4,7,1300,0,1977,0,98077,47.7562,-122.073,1300,10064
3825310530,20140716T000000,700000.0,4,2.5,2590,4498,2.0,0,0,3,9,2590,0,2004,0,98052,47.7047,-122.128,2660,5238
1440500020,20141226T000000,350000.0,3,1.75,1470,8645,1.0,0,0,3,6,1470,0,1949,0,98155,47.7524,-122.323,1470,7680
1109000040,20140528T000000,315000.0,3,2.0,1300,3731,1.0,0,0,3,7,900,400,1993,0,98118,47.5374,-122.27,1300,3731
2619920170,20141001T000000,772500.0,4,2.5,3230,4290,2.0,0,0,3,9,3230,0,2004,0,98033,47.6874,-122.161,3220,5083
3416601021,20140926T000000,569500.0,4,1.0,1960,3194,2.0,0,0,3,7,1960,0,1907,0,98144,47.6005,-122.296,1870,4200
7214820200,20141107T000000,614000.0,4,2.25,2880,9996,1.0,0,0,4,8,1920,960,1981,0,98072,47.7584,-122.143,2410,10584
1402600040,20140825T000000,330000.0,4,2.25,2430,7490,2.0,0,0,3,8,2430,0,1983,0,98058,47.4406,-122.139,2070,7469
9268851020,20150410T000000,735000.0,4,3.5,2340,2810,2.0,0,2,3,8,1730,610,2011,0,98027,47.5403,-122.028,2600,2843
2877101031,20140702T000000,512031.0,3,1.75,1540,3000,1.0,0,2,3,7,770,770,1920,0,98117,47.6769,-122.36,1420,4200
7853420480,20140618T000000,536751.0,3,1.75,1930,6360,1.0,0,0,3,9,1930,0,2013,0,98065,47.5181,-121.885,2770,6373
8682291940,20140630T000000,419000.0,2,1.75,1510,4980,1.0,0,0,3,8,1510,0,2006,0,98053,47.7191,-122.023,1350,4157
798000457,20150302T000000,235000.0,3,1.0,1310,15022,1.0,0,0,3,7,1310,0,1934,1984,98168,47.5008,-122.332,1530,13154
6204050160,20140608T000000,540000.0,5,3.0,2870,4369,2.0,0,0,3,8,2090,780,2007,0,98011,47.7449,-122.192,2640,4610
9201300050,20140814T000000,1850000.0,5,2.25,2800,8442,2.0,1,4,3,9,2800,0,1963,2001,98075,47.5784,-122.076,3220,9156
7657000165,20140730T000000,200000.0,4,1.0,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,47.4942,-122.235,1160,7467
9828702266,20141003T000000,520000.0,3,2.5,1480,1165,3.0,0,0,3,8,1480,0,2006,0,98144,47.6199,-122.3,1480,1231
623049273,20141121T000000,225000.0,3,1.75,1550,9060,2.0,0,0,3,7,1550,0,1948,1979,98146,47.5093,-122.345,1080,7620
5151800015,20141112T000000,318700.0,4,2.5,2770,19116,1.0,0,0,4,8,1600,1170,1961,0,98003,47.3386,-122.319,2730,18429
1222069094,20141014T000000,385000.0,3,1.75,1350,155073,1.0,0,0,4,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965
1959700445,20140725T000000,1300000.0,4,1.75,4060,5500,2.0,0,0,5,9,2660,1400,1924,0,98102,47.6437,-122.321,3320,5500
808300470,20141202T000000,436000.0,4,2.5,2495,5751,2.0,0,0,3,7,2495,0,2002,0,98019,47.7243,-121.957,2490,6300
7984400050,20140922T000000,207000.0,3,1.5,1460,11100,1.0,0,0,3,7,1460,0,1956,0,98003,47.3253,-122.298,1460,11100
9284801435,20141203T000000,471000.0,4,1.75,1760,5750,1.0,0,2,5,7,1070,690,1962,0,98126,47.5521,-122.373,1860,5750
6821102100,20150317T000000,510000.0,2,1.0,810,6480,1.0,0,0,5,6,810,0,1942,0,98199,47.6493,-122.398,1920,6000
993001914,20150106T000000,344000.0,3,2.25,1250,1033,3.0,0,0,3,8,1250,0,2007,0,98103,47.6907,-122.343,1250,1150
1274500420,20140909T000000,234000.0,3,1.0,1010,8906,1.0,0,0,5,7,1010,0,1968,0,98042,47.3627,-122.108,1150,10414
7579200715,20141205T000000,400000.0,3,1.75,1860,5750,1.5,0,0,5,6,1300,560,1918,0,98116,47.5586,-122.383,1550,5750
9250900095,20140819T000000,331000.0,2,1.0,1480,6210,1.0,0,0,3,7,1080,400,1950,0,98133,47.774,-122.351,1290,7509
9297300590,20141103T000000,435000.0,4,1.75,2290,4400,1.0,0,3,3,7,1290,1000,1959,0,98126,47.5698,-122.375,1820,4000
8080400177,20140909T000000,520000.0,2,1.75,1340,1368,2.0,0,0,3,7,1060,280,2006,0,98122,47.618,-122.311,2480,1707
3013300409,20150312T000000,400000.0,2,1.0,1220,6300,1.0,0,0,3,7,760,460,1942,0,98136,47.5299,-122.387,1850,4886
6891800360,20140918T000000,609000.0,3,2.5,2630,10131,2.0,0,0,3,9,2630,0,1989,0,98028,47.7695,-122.259,2800,10123
2817210420,20141114T000000,545000.0,4,3.0,3160,10948,1.0,0,3,3,8,1930,1230,1991,0,98070,47.3733,-122.422,2380,13623
2428100070,20140918T000000,914154.0,3,3.5,2940,6431,2.0,0,0,3,10,2940,0,2014,0,98075,47.5818,-122.047,2760,6695
1761100300,20141030T000000,220000.0,3,1.75,1230,7200,1.0,0,0,3,7,1230,0,1986,0,98023,47.2881,-122.363,1540,7210
7504021510,20141219T000000,750000.0,4,2.25,3140,12150,2.0,0,0,3,9,3140,0,1979,0,98074,47.6361,-122.047,2370,12054
9551200270,20140825T000000,1000000.0,5,3.0,3350,9450,2.0,0,0,5,8,2180,1170,1912,1980,98103,47.6705,-122.34,2660,4500
4168000110,20140826T000000,207000.0,3,1.0,1080,10200,1.0,0,0,4,7,1080,0,1962,0,98023,47.3215,-122.351,1230,10400
255450380,20140804T000000,324747.0,3,2.5,2060,4742,2.0,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.017,2370,4725
9222400935,20140523T000000,478000.0,3,1.0,1280,2580,1.5,0,0,3,8,1280,0,1910,2014,98115,47.6727,-122.32,1410,3150
1494300110,20140603T000000,550000.0,4,2.5,2170,9600,1.0,0,0,3,7,1460,710,1980,0,98052,47.6789,-122.116,1940,8400
5560000480,20140908T000000,169950.0,3,1.0,840,8470,1.0,0,0,4,6,840,0,1961,0,98023,47.3275,-122.338,840,8450
9542000075,20150327T000000,700000.0,3,1.75,2000,14733,1.0,0,0,4,8,2000,0,1958,0,98005,47.6001,-122.178,2620,14733
2414600195,20140721T000000,210000.0,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,1951,0,98168,47.5134,-122.335,1320,8600
7812801785,20150218T000000,221347.0,3,2.0,1580,6655,1.0,0,0,3,6,790,790,1944,0,98178,47.4927,-122.248,1090,6655
1775920350,20141124T000000,323000.0,3,1.0,1290,12231,1.0,0,0,3,7,1290,0,1976,0,98072,47.7404,-122.11,1390,11632
8946390150,20140722T000000,324950.0,4,2.5,2229,5723,2.0,0,0,3,7,2229,0,2012,0,98032,47.3693,-122.286,2738,5742
5210200131,20140630T000000,491950.0,3,2.25,2090,10733,1.0,0,0,3,7,1440,650,1958,0,98115,47.6971,-122.281,1740,8100
5379801920,20150415T000000,500000.0,4,2.5,3630,7482,2.0,0,0,3,10,3630,0,2008,0,98188,47.4565,-122.287,1600,15716
3342700465,20150123T000000,250000.0,3,1.5,2840,10182,1.0,0,0,3,8,1510,1330,1951,0,98056,47.524,-122.2,2210,9669
1336800160,20140605T000000,875000.0,5,2.5,2920,5568,2.0,0,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568
2895550050,20150507T000000,280000.0,3,2.5,1550,4486,2.0,0,0,3,7,1550,0,2000,0,98001,47.3299,-122.269,1700,4487
1721801280,20150304T000000,230000.0,2,0.75,900,3527,1.0,0,0,3,6,900,0,1939,0,98146,47.5083,-122.336,1220,4080
2937300440,20140908T000000,923990.0,4,2.5,3600,6055,2.0,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050
8699100160,20150210T000000,250000.0,4,2.0,2170,5404,1.5,0,0,5,6,1470,700,1920,0,98002,47.3046,-122.22,1030,5477
3260701160,20150407T000000,286500.0,3,2.0,1840,8140,1.0,0,0,4,7,1040,800,1975,0,98003,47.3106,-122.325,1600,6720
13002495,20140707T000000,295000.0,3,1.5,1640,7222,2.0,0,0,4,7,1640,0,1908,0,98108,47.5215,-122.33,1240,5100
5226500250,20141015T000000,478000.0,4,2.5,2780,7290,2.0,0,0,3,8,2780,0,1989,0,98059,47.509,-122.157,2450,7738
9834200365,20140815T000000,607000.0,3,2.0,2060,4080,1.0,0,0,5,7,1060,1000,1921,0,98144,47.574,-122.289,1400,4080
3342103282,20141017T000000,825000.0,2,1.0,1240,42247,1.0,0,1,4,7,1240,0,1915,0,98056,47.5169,-122.201,1550,12459
4223000280,20141029T000000,221000.0,4,1.75,1540,7200,1.0,0,0,3,7,1260,280,1966,0,98003,47.3424,-122.308,1540,8416
2561360120,20140527T000000,475000.0,3,2.0,1230,11502,1.0,0,0,4,7,1230,0,1984,0,98052,47.7017,-122.127,1660,11727
5437600010,20150406T000000,304000.0,3,2.5,1670,5298,2.0,0,0,3,8,1670,0,2002,0,98042,47.3925,-122.165,1920,5298
1771000430,20140502T000000,315000.0,3,1.0,1160,9180,1.0,0,0,3,7,1160,0,1968,0,98077,47.7427,-122.072,1160,10282
6400700189,20141017T000000,390000.0,3,1.0,1040,8075,1.0,0,0,4,7,1040,0,1961,0,98033,47.6701,-122.176,1450,8075
6413600276,20150324T000000,354950.0,3,1.0,970,5922,1.5,0,0,3,7,970,0,1949,0,98125,47.719,-122.321,1730,6128
7214710210,20141217T000000,570000.0,4,2.25,2380,36446,2.0,0,0,4,8,2380,0,1977,0,98077,47.7644,-122.072,2790,40005
871001484,20150115T000000,719000.0,3,1.75,1800,5816,1.0,0,0,5,7,900,900,1947,0,98199,47.6529,-122.407,1650,5816
8016250080,20140709T000000,245000.0,3,2.5,1610,7223,2.0,0,0,3,7,1610,0,1994,0,98030,47.3661,-122.173,1610,7162
1105000787,20140926T000000,240000.0,3,2.25,1410,7290,1.0,0,0,3,7,940,470,1980,0,98118,47.5396,-122.274,1550,7375
1102000514,20141022T000000,970000.0,5,3.5,3400,9804,2.0,0,0,3,9,2550,850,2008,0,98118,47.543,-122.266,2380,7440
3022800010,20140714T000000,447000.0,3,2.5,1740,3043,2.0,0,0,3,7,1740,0,2012,0,98011,47.744,-122.181,1920,2869
1323059098,20150402T000000,315000.0,3,2.0,1220,14645,1.0,0,0,3,6,1220,0,1970,0,98059,47.4842,-122.117,1980,24960
1450100020,20150209T000000,208000.0,3,1.0,1300,7420,1.0,0,0,4,6,1300,0,1960,0,98002,47.2899,-122.219,1250,7420
2770604104,20140604T000000,499950.0,3,2.5,1520,2208,2.0,0,0,3,8,1040,480,2007,0,98119,47.6419,-122.374,1610,1618
9274200314,20140821T000000,568000.0,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,2008,0,98116,47.5891,-122.387,1740,1280
2487200490,20140623T000000,670000.0,3,2.5,3310,5300,2.0,0,2,3,8,2440,870,2008,0,98136,47.5178,-122.389,2140,7500
8835350230,20140825T000000,530000.0,3,2.5,2480,7480,2.0,0,0,3,9,2480,0,1992,0,98072,47.771,-122.166,2480,7480
9297301050,20140618T000000,465000.0,3,1.75,1510,4800,1.0,0,2,3,7,860,650,1925,2011,98126,47.5667,-122.372,1510,4800
9269200120,20141030T000000,415000.0,3,2.5,1710,4920,2.0,0,0,3,7,1710,0,1990,0,98126,47.5347,-122.376,1500,4920
1672000170,20140908T000000,575000.0,3,1.75,1890,11141,1.0,0,0,4,8,1890,0,1968,0,98006,47.5697,-122.163,2720,11144
1099610830,20141202T000000,209000.0,3,1.0,1330,6900,1.0,0,0,3,7,1330,0,1976,0,98023,47.3033,-122.381,1530,7000
8562770350,20141206T000000,615000.0,3,3.5,2710,3326,2.0,0,0,3,8,1650,1060,2005,0,98027,47.5371,-122.073,2280,2738
3869900138,20150223T000000,489950.0,3,2.25,1590,926,3.0,0,0,3,8,1590,0,2014,0,98136,47.5402,-122.387,1640,1321
3422049276,20141211T000000,310000.0,3,1.75,1880,30346,1.0,0,0,3,8,1880,0,1988,0,98001,47.3515,-122.291,2260,5883
1926059155,20150130T000000,257000.0,3,1.75,1850,10920,1.5,0,0,3,6,1850,0,1915,0,98034,47.7244,-122.222,1510,7871
7215730730,20150128T000000,515000.0,4,2.5,1800,4338,2.0,0,0,3,8,1800,0,2001,0,98075,47.5962,-122.015,1800,4507
2725069162,20140815T000000,772000.0,4,2.5,2990,9643,2.0,0,0,3,9,2990,0,2003,0,98074,47.6292,-122.024,2990,8666
2114700190,20141212T000000,385000.0,4,3.25,1790,2460,2.0,0,0,4,7,1100,690,2000,0,98106,47.534,-122.346,1260,4040
1685200020,20140827T000000,203000.0,3,1.75,1490,8000,1.0,0,0,4,7,1200,290,1978,0,98092,47.3187,-122.18,1540,8000
8121200700,20140713T000000,579000.0,4,2.25,2030,8764,2.0,0,0,4,8,2030,0,1983,0,98052,47.7214,-122.11,1950,8750
3524039224,20140513T000000,870000.0,4,2.5,3520,6773,2.5,0,0,3,9,2650,870,2006,0,98136,47.5317,-122.391,2930,6458
4099500605,20150417T000000,840000.0,4,2.5,2360,9600,1.0,0,2,3,8,1630,730,1973,0,98040,47.5889,-122.249,2140,6300
1829300130,20140717T000000,795000.0,4,2.5,3160,16564,2.0,0,0,3,10,3160,0,1987,0,98074,47.6365,-122.04,3160,12415
8691390860,20140620T000000,715000.0,4,2.5,3290,6628,2.0,0,0,3,9,3290,0,2003,0,98075,47.5994,-121.975,3240,5831
9828700900,20140505T000000,549000.0,2,1.0,1140,5400,1.0,0,0,5,7,1140,0,1908,0,98112,47.6205,-122.294,1520,4800
9407001770,20150512T000000,304950.0,3,1.75,1350,9000,1.0,0,0,3,7,1350,0,1987,0,98045,47.4487,-121.773,1370,9500
2623039082,20150218T000000,770000.0,3,3.5,2050,21744,2.0,1,4,4,9,1750,300,1930,0,98166,47.4536,-122.376,2300,12200
